word,x_values,y_values
skills,0.15323406,0.5822758
rnn,2.2068286,-0.42035055
personalized,0.9061923,-0.35938728
effectiveness,-0.22585107,0.29673046
partition,0.87065685,-0.039870493
movies,2.0718699,-0.1604058
databases,1.6172309,2.1611009
coding,-1.0818259,0.8297002
cortical,0.44857568,-0.99035996
uses,0.19285427,0.33995715
consensus,-2.3558905,1.6818119
colony,-0.2259189,0.021245774
drlviz,-0.5639766,-1.3747923
termination,-1.2384272,-0.17195123
community,-0.9808394,-0.08695026
dose,2.411807,-0.17170867
recognize,-0.30064934,-0.22532883
checking,-0.42845315,0.2112554
uncertain,-0.22713655,0.7489598
conditioning,3.374914,0.15697153
fusion,0.24039681,-0.23156516
small,-1.9909316,0.47627157
kernel,0.58154744,0.01158344
predicted,1.0875978,-1.1325182
p2p,3.0607762,0.26663575
relational,0.011015278,1.3334843
related,-0.62469715,0.10412333
experiment,-1.0508478,1.1501473
microservices,-0.98464197,-0.2907605
hvac,0.11046826,0.31337494
subchannel,0.48793247,-0.15426801
coalition,-1.2105066,0.64084667
urban,0.6411454,-0.28184623
new,-0.017615756,-1.3939595
manipulation,0.03734248,0.70292306
supply,0.56513506,-1.2821475
ev,0.7058015,-0.77885586
analytics,0.75872076,0.37211213
review,-0.45297822,-2.2010922
view,-0.26903963,-1.4062163
obstacles,0.4326853,0.8422708
production,0.38055965,0.49635944
pomdp,-0.00083526527,-1.7533346
carbon,-0.10211231,-0.64286184
qubit,0.3411853,1.4487776
track,1.1446769,-0.42471397
extinction,-0.55841696,-0.72458196
locations,-1.4588535,0.16049434
pavlovian,-0.4163906,1.3315264
laterality,0.019948477,1.5921305
telepresence,0.7391578,-0.12651893
pedestrians,1.25662,0.8306813
packets,0.28336164,2.0948288
proof,1.2780286,-1.2010896
arousal,0.6539074,-1.0205349
making,-0.47114998,1.9036145
topic,1.2811388,-1.1477723
commonsense,-1.1002262,-0.31869426
migration,-0.33115524,-1.9175392
anxious,0.67377496,0.56721556
hospital,-0.18696694,-0.8109071
essay,-1.0363104,-0.6692067
summarizers,1.2614911,-1.3340527
spoofing,1.2685424,-1.0903088
people,1.2524879,1.0411694
microscopy,0.1351345,-0.08455486
vestibular,-1.3457572,-1.8066055
political,-0.93568665,-0.2551726
differential,0.73681545,-0.30917042
appliances,-1.5156854,-2.0751712
aircraft,-1.5984024,-0.47770497
disaster,0.92405313,0.43240055
numeral,1.2979795,-0.067266926
microgrids,0.7375321,1.4835683
cyberdefenses,-0.24320702,1.5410298
drowsiness,2.2457895,0.8236167
interpretability,0.237241,0.9285522
entities,0.48058492,-0.24024417
similarity,-0.9737739,-1.133403
annotation,2.3194013,1.0811851
frameworks,-1.7671797,-0.36999553
reaction,-1.8193797,-1.9172101
breast,0.38118842,-0.04719716
webxr,0.52675086,-0.12231892
needs,-0.3386097,0.8676045
placements,-1.80387,-1.7084128
hyperspectral,0.07051141,1.8303046
choking,0.09218843,0.29682392
processors,1.4285427,0.42884195
banditfuzz,0.6936348,-0.56867725
count,-2.0210295,2.2286642
textile,1.6004816,-0.5279926
groupgan,0.516757,-1.0677494
entailment,1.7166864,3.0861108
driver,1.155962,1.627074
utterances,0.9937896,0.3613409
projects,-0.11697846,-0.27085394
fading,0.2331403,0.46872818
surveillance,-2.4295342,1.1320338
dual,-3.2971468,-0.7145756
criminal,-1.5899501,2.2684104
compiler,-0.42422044,-0.9886444
bridge,-2.3434565,-0.12992667
utility,-0.66418016,-0.81668997
used,-1.7485641,-2.7341049
ternary,-0.35139364,1.0372381
aerodynamic,-0.17054881,1.487274
minimize,-0.936485,-0.15393402
sne,1.4825629,0.6533954
multipath,-0.5908506,-0.46154892
sql,1.2544023,0.5913852
workflows,1.1498036,1.6040488
airport,-1.3446211,0.14621958
altitude,-1.8285809,-2.3922591
multitasking,-1.5589672,-0.970032
signaling,0.80833524,0.9137835
ethical,-0.003683651,1.2479528
hexapod,-0.2756536,1.7064236
enabled,-1.6994689,1.0917587
classes,-0.44918507,1.9794983
stereo,0.15357397,-0.108739704
extreme,-2.1801076,-0.52035326
car,-0.6508101,-1.1363502
protect,0.2167021,-1.7615789
nuclear,0.08928038,0.6914334
team,0.6037458,-1.726342
expert,0.31614333,-1.3278717
conflict,-0.77949435,0.66300815
hibernate,-1.6976476,0.9574152
cerebellum,-1.1452904,0.7953672
synapses,-1.2457734,0.12459073
rules,-0.09476718,1.9533463
friction,0.68535966,-1.1900083
water,-0.9165541,-1.4661106
pvdgs,0.042374194,-0.93894726
provide,1.0706948,-1.8424437
variability,0.47009715,0.12407072
probability,0.4935711,0.16839913
overtaking,1.8442585,-0.6854499
d2d,-0.87929,-1.5950456
inspection,0.6146722,-0.34524515
networked,-2.2217362,0.54765713
assess,1.5470722,-1.0997206
ground,-0.68863744,-0.6093075
joint,-2.2081835,-0.35238117
mmorpg,-0.69806135,-1.283088
maximize,-0.4827938,1.3354831
discrete,-1.0535669,-1.5239478
nature,0.01192956,0.5434122
hearthstone,0.36088473,0.8647921
environments,-1.1339407,0.040580407
neuromodulators,0.10618776,-1.2722517
effectively,-1.1691797,1.5261014
intubation,1.1742492,-1.6019855
anhedonia,1.2184056,0.63361156
portfolio,-0.4781552,-1.5559676
teleoperation,0.4260985,-0.407671
imaging,-0.2883944,0.34696388
delays,-1.7149341,-0.08249706
randomized,1.3885041,-1.5399575
pilots,-0.2756253,-2.27287
reactive,-0.2389977,-0.45844728
stability,0.8698626,-1.513783
attractor,0.4138862,-0.06498303
converters,-1.2690021,2.1006372
dynamical,0.059449434,-0.111247174
facial,0.36219585,-0.69949406
client,-2.099364,0.5650004
ratings,0.19698039,0.08938129
category,0.8963754,0.21416292
femtocell,-1.6046664,-0.37616223
apnea,-1.89224,-0.8933391
manpower,1.0898137,-0.749782
efficiently,0.31013083,1.1787627
modelling,0.5919122,-0.42453483
dependent,-2.2351487,-0.026657872
workloads,-1.2377563,2.2076461
comparative,-1.2929856,0.39004475
transmitter,-0.12705854,0.7075634
curricula,-1.6427926,2.8830442
cryptocurrency,0.32585922,-1.1129034
qsar,-0.3669182,-0.11677298
emoticons,0.65000856,-0.60853
tier,2.0167968,1.0623314
effective,-0.8302153,-0.53903407
resolution,0.39927968,0.8725041
ranker,1.8945036,1.1790504
distillation,0.79221344,1.6368657
habits,0.2892675,-0.025541062
autonomic,-0.20388955,-1.4649299
spline,0.22733462,-1.5282091
stimuli,1.5528883,0.012007704
pain,0.71263874,-1.9628568
recognizing,0.5879416,-0.19743988
psychopathy,0.08126306,2.309064
swarms,1.6363348,0.27862918
usage,-2.7095265,-0.41025764
flocking,0.73364264,-1.0265507
catheters,-1.0077726,1.8420857
global,-0.6591862,0.091873005
tribological,-0.5971493,-1.9211997
annotations,0.4057222,-0.3088542
provides,0.44964242,-0.51012635
micromanagement,0.15300603,-0.24281633
understand,0.57661384,0.07996421
minimizing,-2.8302019,0.4577066
running,-2.0050783,-0.7308358
faults,1.1097494,0.6678274
line,0.1595061,0.45755705
ganglia,2.1898584,-0.2049473
wavelet,0.9077396,-0.07966371
species,-0.023534592,0.2520999
solving,0.09016986,0.9825272
opposites,-0.17917691,2.4892437
memristive,-1.0379881,-1.2469298
meteorological,1.1356723,0.010239741
nonhuman,-1.2107071,1.5160393
intrinsic,-0.60622376,0.64561766
space,-0.7091012,2.191452
linear,-1.716416,-0.37588128
growth,-1.3335493,-1.3872023
augmentation,-3.1018763,-0.66680825
maximizing,-0.95524,-0.8708377
strategic,0.08084657,-0.57215136
density,-1.2089406,2.4198434
reviews,-0.8391098,0.52447
work,-1.161938,-0.374239
characteristics,-2.2112863,-2.186279
queueing,-1.8439485,-1.0610635
area,-1.5206314,-0.104898855
opinion,-2.095598,1.262037
generates,0.3698746,0.24850352
rehabilitation,-0.86606026,2.246065
competition,-0.24667786,-2.4206026
regression,-0.13997081,-1.4036435
discusses,-0.3478989,1.0228263
shape,0.098778926,0.37481296
mapping,0.08544145,0.6231275
factors,-0.7959112,1.2766354
bugs,-0.47012308,1.4069668
farming,-0.28651413,-0.32623652
multiplayer,1.425508,1.8271035
entity,0.7954773,-1.4561656
vulnerabilities,-0.61006737,-0.23969989
dense,-1.8927488,0.085027754
living,1.4927961,-1.5348717
compound,0.12817448,0.5531395
participants,-1.0370392,-0.20213313
ubiquitous,-0.16373374,0.2894574
iterative,0.082714096,1.1530336
lung,0.33831868,1.3427042
bandits,-0.13177957,-0.35242167
actuators,0.18111451,-0.9484499
competitive,0.81536806,-0.5322165
levels,0.13065839,-0.38994068
harvested,-1.7549368,-1.249812
factorization,-2.2878919,-1.6430143
consolidation,2.0632648,-0.016272454
fronthaul,-1.9884998,-1.5859414
gaming,0.12441035,0.10997561
ambient,-0.10813074,-0.41543606
songbirds,-0.11099697,1.3556854
compounds,0.49702635,-0.85144234
compensation,-0.42537054,-1.1573582
precision,-2.5056255,-0.06069528
economics,0.13345635,1.3550512
spanning,-1.5143737,-0.45679325
protection,0.79164964,-1.1410105
loop,-0.3474125,-0.8666373
antennas,-0.34112278,0.8242307
turbines,0.47539103,-0.2232542
order,-0.89103097,-1.3602829
concepts,0.8353338,0.90950125
flexibility,-0.21265319,0.5062629
monte,-0.01775899,0.087104894
studies,0.5193649,-0.5710223
compressed,0.25313905,1.0383707
perspective,-1.1137819,-1.424992
improvement,-0.14205997,0.21656062
modeled,-0.71954757,0.8551519
situation,-0.124514714,1.3156167
grids,-1.4832865,0.9464083
fso,0.16433643,1.0382427
alcohol,-2.026088,0.92482686
multitask,0.45021638,-1.1106584
solutions,-0.5180572,-0.84116036
neuroevolution,-1.0446178,0.092496485
gaussian,0.63949454,0.26389807
implement,-0.6234425,-0.02970658
photovoltaic,-0.6279073,-0.08668893
datacenters,-0.011396094,1.7487327
logical,-2.0651417,-1.656747
bilevel,1.7288576,-0.41274792
a2g,-1.5038288,0.7851845
chaotic,0.48485032,0.11354647
parcel,-0.38805977,0.3949189
emails,0.21968457,-1.1859461
individuals,-1.8835346,-0.31574553
striatum,1.1674343,0.15427013
schedulers,-1.0245714,0.6753727
novel,-0.040874507,0.9562246
gaze,-0.015650976,0.18431284
memories,-0.095261626,1.1425617
personality,0.3203271,-0.8129077
specification,0.82665795,-0.840968
spoken,-1.0744151,0.1885357
evolved,-0.5753596,0.42082483
rights,-0.84727806,-0.16509023
leveraging,-0.10924901,0.9464408
editing,-0.25586483,-1.0863699
cyberattack,-0.015446359,-1.4859855
bert,1.0715159,-0.42414683
sybil,0.23329929,0.19118641
graph2tree,-1.2789568,1.2264966
tsn,-2.1819813,1.0804787
logo,-0.18141158,-0.7534727
judgments,0.08832211,-0.8266694
array,-0.6606943,-0.33693862
asr,-1.3981344,-0.16042203
supervision,0.03954526,-1.3579632
autism,1.4557213,-1.0654263
seq2seq,-0.20389523,-1.8595808
integral,0.65570164,-0.88244206
source,-0.061469816,-1.0541139
motivated,-1.2324848,0.56191945
biofuels,0.07044649,-0.4046793
corpus,-0.47915655,-0.7297738
operators,-1.0143821,1.8718598
street,-1.1871942,-0.9120285
case,1.0526888,1.0573658
evaluations,0.5570906,0.49712765
trials,1.2743142,0.1869797
ratio,-0.028836895,-0.36678615
mpfc,0.021261841,0.3900257
solver,0.050398868,-0.6735012
alert,-0.96217245,0.28292266
deepmdr,-0.4135803,-0.88218135
femtocaching,-1.1274465,0.99078053
verbs,0.53929526,0.38037148
emergency,0.79338515,-1.0287738
variable,-0.5368838,-0.37019798
wineinformatics,-0.52433985,2.6531045
sand,0.81701833,-1.3780926
vaccine,0.03670749,0.65245825
endoscopic,-1.8380917,0.19220059
kriging,-1.660282,-0.28471032
navigating,1.3221922,-1.0090144
formulation,-0.9981481,-0.10892216
number,0.5556178,-0.25263846
explainability,-0.71382844,0.33058363
microprocessors,-0.25636655,0.4205767
disambiguation,-1.75167,0.041682232
reading,2.1381414,-1.411319
unsupervised,-0.46911964,0.7731339
integration,-1.2574588,1.1863549
horse,-1.6954838,0.18451047
oriented,1.2892004,1.750107
printing,-3.6438475,1.8242005
adas,-1.1185052,-0.4809565
neurorehabilitation,0.48894787,0.9016449
saliency,-1.2819291,-0.8729288
follower,-3.0153651,-0.84236664
reconfigurable,-1.9475868,1.3343476
reconfiguration,-1.7528851,-0.78105414
stakeholders,-0.2766594,-1.0110364
appropriate,-0.03112982,1.1090679
pronouns,1.4528719,-0.9551616
conversation,-1.8857039,1.6915172
abilities,-0.8101398,0.05019143
multidimensional,-1.4152715,-0.109775186
topology,-0.94325,-0.8787436
spaces,-1.4050014,1.3276443
deploying,-1.8361582,-0.07545701
reconstructions,-0.7827343,-0.46769798
saving,-2.0965722,-1.8458081
outcome,-0.038684912,2.0995803
stiffness,-0.014327661,0.61032254
smes,0.050418563,-0.6989066
physics,-0.76707983,2.4660742
impaired,-0.4511514,-0.6765856
attackers,-0.99222714,-0.44384167
trip,0.51454914,1.0436637
sequential,0.23181628,-1.8217368
anti,-0.53517497,-0.3749278
tumor,-0.7414712,0.7524254
dbs,-0.2592682,-0.47214827
crowding,-2.1552532,-1.1585003
earth,-0.23115452,-1.8972718
promising,-2.0293646,-0.55681527
residential,-0.4981016,-0.97266465
opponents,-0.9174187,0.035732295
2013,-0.4133225,0.77471256
trees,-0.14823653,-0.56070435
epilepsy,-0.9902875,-0.69340736
flowshop,-0.9503775,0.48843682
enzyme,-0.049899243,0.32704577
statcom,-0.20979469,1.3316872
defects,-0.9369431,-1.1754713
birds,-1.7234883,0.19631742
affordances,-0.29529142,1.4819537
discrimination,0.94325566,-1.0971951
lpv,-1.7291431,-1.5978582
support,-1.9034883,-0.6934188
thz,0.96492386,0.25712785
retinanet,-1.3276044,1.2158266
electoral,-0.7391281,1.0073655
modules,-0.13680217,0.32239196
battlefields,0.9966104,1.7192545
informative,0.29896078,2.2552743
vector,-2.547284,2.3643808
job,-0.8047619,0.18148333
hub,-2.6105618,-0.6859338
guidance,0.31168276,0.99825126
innovation,-2.7995467,1.1414768
queuing,-0.51632977,-0.4589623
technological,0.6785131,0.6152879
opportunistic,1.01571,-0.26035193
patients,-0.16576989,2.237032
underground,0.015858356,1.3757844
nlg,0.28797957,-2.0672004
fuzzing,-0.59504527,-0.6121202
llvm,0.3477033,0.17936382
story,0.117999755,-0.61287534
autoscaler,-0.09645364,-1.9486798
multiplexing,-0.32515272,0.36358508
emergent,-0.51004195,0.058089733
hevc,1.0066597,-0.11147498
marine,0.068760596,2.0183964
mulstringfuzz,-1.1309888,0.73414046
texthide,-0.7685286,-0.3697079
synchronize,0.051957607,-0.021549057
weir,-0.17981511,1.9178185
pandemic,-0.37838528,-1.9904593
nncs,-1.5955542,0.3236669
tensorflow,0.7607377,0.050949838
mode,0.42626035,0.039431598
photography,-0.07920544,2.0176463
swift,-2.3219457,-1.3639073
learnability,-1.7216818,0.6370205
comprehension,0.5129964,-0.33128273
microfluidic,-1.5262482,-0.30638024
tracker,-0.95371133,0.13299984
botnet,-0.7959102,-0.28918487
physiological,0.19796424,0.2848744
dc,0.92197806,0.58726805
chaos,0.15817359,0.31219867
deepweave,-1.4161798,0.29218742
blind,-0.6230937,1.0698411
finding,-0.4929055,2.338353
emissions,-0.6974924,0.6736898
attributes,-0.021819903,-0.93276787
interpretable,-2.0101824,0.894612
archival,-0.62506926,-1.2761223
sag,-0.16466162,0.033215392
character,-1.522896,-0.2380146
payoffs,-0.63621396,-0.037036285
schedules,-1.3400784,0.75445276
grasp,-0.2109628,-1.4888675
deck,0.82337046,0.03557068
scalability,0.20260039,0.40278545
provisioning,0.117773466,0.5477793
dropout,-0.7568041,-0.3075852
investigated,-0.4525427,-0.119157635
sentence,-0.015971117,0.5504715
project,-1.1213413,1.920311
equilibrium,0.20629677,1.9304013
synchronous,-1.4302208,0.34588334
latent,-0.92532706,-2.746584
identity,-0.8225697,-0.9035493
merging,0.29983172,0.9261728
wlan,2.0118155,0.042914074
enforcement,0.3158419,-0.6925582
operations,-0.32942924,-1.0733751
zebrafish,-0.7849391,1.9915904
cardiovascular,1.534391,-0.22999431
materialized,0.36746958,-0.76800233
african,0.25651687,0.13458738
twin,0.18350095,-0.62325877
construct,-0.9967917,-0.18180734
simulated,0.66142213,0.38527647
layers,-1.1159769,0.29229525
xcs,-1.6482378,-0.7348504
semantics,0.29136363,-0.0011997625
buildinghvac,-0.80345464,0.21093193
roadside,0.033167556,-0.62669903
ee,-2.0182388,0.3941958
allocate,-1.9150183,-0.5071673
appendicitis,-1.0579969,-0.34673572
censored_quantile_regression_nn,-0.5054591,0.1467023
stemming,0.7020755,2.0803306
relationships,0.7083511,0.6986466
ids,-1.1733528,0.40998325
volumetric,-2.7194345,0.19283293
coronary,-1.4028319,-0.8167204
pareto,0.22517674,-0.023077106
parallelism,-1.0356663,0.5835657
malicious,-0.73212725,-0.6494898
multipoint,-0.37366158,2.133193
optimizer,0.60051465,-0.52346694
plastic,-0.44549313,1.2612821
identifying,0.26713598,0.48990563
vocalizing,0.2952077,-0.07216965
dcnn,-1.0127451,0.021119582
convolutional,0.6659483,-0.7136528
idea,-0.9438226,0.16620177
thought,0.260191,0.86584985
cicero,-0.16215023,0.51432025
cities,-2.150691,0.48094544
relationship,0.15787204,0.4504632
assessments,0.22668189,-1.0303742
icn,0.58360136,-2.0019329
psychology,0.5127662,0.60157233
risky,0.10020829,-0.5327837
sorting,-1.5976615,1.0173465
noise,0.4082201,-0.608046
phase,-0.91275996,0.35199898
tailed,-1.1757973,1.1003424
ants,-1.5267972,-0.6290699
hop,-0.79141176,0.15744305
inhibition,-0.56493074,-0.33588725
crew,-0.8968848,0.7846066
heating,-0.5793314,-0.50930804
predicts,-0.486472,-0.51476175
neighborhood,0.8452968,0.47776023
blindsight,0.8271447,0.9537223
cloudlet,-0.82871974,0.104867674
glucose,-0.76798165,0.4879125
continuance,0.16170928,-0.80509156
usability,-2.0408328,-0.6943512
manipulator,0.44357097,-1.1989163
precoder,0.95091945,-1.5157799
identify,-0.18654685,1.8328159
musical,0.095760174,1.011885
fake,-1.3300304,0.0021570516
procedural,0.5675806,-0.48730165
stimulus,-2.2518346,-0.6610984
simulators,-1.5483208,-0.8191825
ac,-0.12123336,0.17678685
exercise,-1.4495567,-0.6871869
life,-1.4242626,-0.6274945
structure,0.97507554,-1.8398062
mdp,-1.1787142,0.9451661
svms,-0.7496458,1.4227607
biomedical,-0.49637803,1.1336373
culture,0.2030161,2.7924902
inputs,0.11917998,0.13203894
field,-0.2798845,-0.07738255
present,-0.40074605,0.27133155
navigates,-0.9842783,-0.77188855
regret,0.18148255,0.7888161
archaeological,-0.28343526,-0.004104059
archaeology,-0.05363496,-1.0562599
kubernetes,-2.9660165,-0.91593313
copying,0.26742724,1.5431238
redundant,0.023064222,-0.3307181
concerns,-0.545202,-0.10577016
securenoc,-1.6078042,-0.44220334
covert,-1.3070576,-1.0436764
free,-1.3014525,0.8087505
nd,-0.17258224,0.9667873
docking,2.0869484,0.41682065
advances,-1.164174,-0.847344
considered,-1.3672276,1.8548635
inhibitors,-0.7908507,-0.17962421
rff,-0.19806187,0.8173989
spectral,-2.101022,-0.05486869
retargeting,-1.0322318,-0.17880315
backhaul,-1.9543605,0.5444895
robust,0.26050767,-0.685508
designs,0.8261104,0.80276257
electroencephalogram,-1.7306101,2.1012828
opponent,-0.28422788,-0.09147646
trp,-1.6725975,0.5398013
term,-1.9491724,0.7955498
minors,-0.730452,0.30263174
enhancement,-0.7388843,-0.5896295
foreign,1.2055687,0.44659853
magnetencephalography,-1.6676235,1.5978395
sets,-0.9442324,-0.019520668
improved,0.44231373,-1.7199551
judicial,-0.19686154,-1.5731462
aspect,-0.9832282,0.5782926
standardization,-1.0326517,-1.9936215
engaging,-2.1009588,0.694259
password,-0.04529148,-0.21915027
overhead,-1.4342154,1.3858329
docks,-0.7021226,0.36679745
changes,-0.24693666,-0.453789
functional,0.07641072,-0.9264857
learningâ,-0.91909814,1.2502774
ieee,-1.8233325,-0.39208475
natural,-0.5235778,-0.40731698
coarse,0.28024268,1.2005965
extensively,0.09290681,1.5148463
repair,-1.697806,-1.3793281
dynamically,-0.13912791,1.886008
optimality,-1.0832775,0.20638354
recurrent,-1.0343268,-1.8222985
aggregation,-1.367415,-0.7334033
cooperating,-1.298813,0.6695844
manager,-2.0741887,-1.4579908
clustered,0.038315006,-2.440321
goals,0.5170644,0.4624743
equipment,-1.5983325,-0.33113265
detected,-0.34375522,0.091234416
powers,0.19600621,-0.5744675
proactive,0.17269444,0.9846305
changing,-1.6140206,0.49359217
activities,-1.0650597,-0.7211651
curve,-0.2504851,0.58774775
herd,-2.1618407,1.2041812
broadcast,-1.8123817,0.29398325
applicability,0.98905236,-0.74673784
switching,-0.22324513,0.059038747
animations,-1.5858696,0.5218809
unknown,-0.17950885,0.7339787
biometric,-3.2674494,0.78949404
modulated,-0.3311937,0.27372292
material,1.1471913,2.5012915
rbm,-0.32851166,1.1811583
pac,0.066327445,-1.044423
coordinate,-1.9783661,1.0126127
children,-0.89948994,0.08555501
acute,-0.3168812,0.56975025
researchers,-1.1656017,0.23301785
specific,0.78398925,-1.1316918
gateway,-0.6938732,1.3020577
mission,-1.9884951,-1.4941959
band,-1.6896267,-0.2219789
alignment,0.34047282,-1.7477772
echo,-0.49041814,0.44297004
multicore,-1.1243093,-0.80675775
paradigm,-1.6953462,1.2317758
shallow,-1.5948699,-0.15034299
sensitivity,0.040780872,-0.40346056
expanding,-0.351858,1.5848678
kinetic,-1.8654321,0.866897
growing,0.13846703,1.2685001
theoretical,-0.79668564,1.0444652
split,0.25594708,0.16259372
function,-0.7829323,0.24886344
materials,-1.0553173,1.3032826
analyzing,-0.6853865,0.63412637
disease,0.6044326,0.90879405
assistive,-0.5010029,-0.66594154
point,0.9902871,-0.96143883
ci,-2.7599034,-1.1465503
bmi,-0.1585601,0.97633845
entropy,0.05068,0.5866384
build,-1.1020975,0.40886232
measurement,0.05891494,-1.3916681
local,-1.8109994,-0.6785332
emergence,-0.9067933,-1.6882024
popular,-2.2308865,-1.8944906
scenario,-0.190485,-0.14616446
continuous,-1.7591151,-0.36798564
optimizes,-1.1079755,-1.1090525
coevolutionary,-1.1138995,-1.1377397
ecosystem,-1.0302563,0.34533995
camera,-0.5373363,1.678582
paradigms,-0.7645848,1.205288
coded,-1.2027841,1.3605334
wheeled,-1.2079235,0.5112553
examples,-0.81788397,1.9144083
guarantees,-1.2463249,0.26165634
summary,-2.39096,-0.47500554
chronic,0.71158004,-0.04384542
mcts,1.1369655,0.08557318
visually,-0.4071565,1.1428508
adiabatic,-0.3990467,-0.19139583
pairing,-1.5362446,-0.57933104
atari,-1.7304236,-1.1845238
focus,-1.9095572,-0.42671457
plan,-1.6789042,-1.9281121
association,-1.1580143,0.54168487
salesman,-0.58542943,-0.28350037
evaluated,-0.38276708,-0.25966525
guide,-1.5467539,-0.14080639
ant,-1.6373923,-2.5291224
securing,-2.1569598,-0.11552562
incremental,-0.8078856,1.0930562
assignment,-1.2851489,-0.27493382
honeypots,-1.5839019,-0.45057553
results,-0.15799639,-0.7865642
regulation,-1.384074,1.2772343
radios,-1.6747392,0.8732318
algorithmic,-0.80202115,-1.0980893
requirement,-1.5770268,-1.0563881
gradients,0.2811842,0.20357329
systemic,-1.1574715,0.5702121
occurs,-0.17779703,-0.15167491
voltage,-1.0383217,-0.37051746
localization,-0.94997954,-1.1373843
cooling,-0.17166404,-1.4192258
gpu,-2.2959301,-0.51796407
airborne,0.6139491,1.2009678
ride,0.54308486,0.8177602
minimum,-1.399372,0.57133156
outperforms,-0.20781957,0.64523923
achieving,-0.13979042,0.16719861
offload,-1.5120775,0.82641333
alternating,-1.122231,0.41590878
anomalies,-0.81786597,0.12387331
gnn,-2.2132912,-0.006324558
fer,-0.3920604,-1.0654463
make,-2.4420936,-0.281133
fd,-0.55059713,0.49857232
polygon,-0.6910418,-0.09945581
stocks,-0.10363374,1.073548
farm,-1.2828135,0.63583374
alzheimer,0.23014157,1.6669341
education,0.80440605,-0.29287535
chemical,-0.68803054,-1.2634394
embb,-0.9198892,-0.08329644
microservice,-0.6476425,-0.46871108
boost,-1.3049655,-1.614023
integer,-0.13523431,0.04487187
sustainability,-1.4176978,-0.39605048
diagnostics,-1.7416384,-0.65345293
share,-1.3273953,-0.42924288
geography,-1.7163383,0.042440396
domains,-2.2225971,2.1539536
gis,-2.1092238,-0.15927899
giscience,-0.9347807,0.8242071
garbage,-1.5937065,0.45985857
cheminformatics,-1.2737329,0.9295514
camouflage,-0.7585553,0.5755254
link,-1.0587366,-0.5701201
compilers,-0.78737974,0.6365467
chunked,-0.6689579,-0.8499029
series,-0.9169203,0.6792334
theories,-1.2472523,0.351279
deficits,-0.31672305,-1.6382543
failure,-1.8205574,0.7376449
appetite,-1.3369498,-1.237441
aeronautical,-1.2864394,-1.2267535
bitrate,-0.04486197,2.0342684
maintaining,-0.8659945,-0.90753734
recalled,-2.275395,0.62946266
recycled,-2.113078,0.19049603
kinematic,0.0010182488,0.41835994
tvns,0.6995023,0.5129358
sign,-2.8070462,0.5204407
ues,-1.593166,-1.1859049
accelerators,-2.2800043,-2.3573623
microfluidics,0.20881443,-2.3336742
mac,-2.557554,-0.5274148
influential,-0.92112744,-2.5554085
detects,-0.16955177,0.28487024
bibliometrics,-0.76201415,1.3106695
penetration,-1.5042268,-0.44331145
functionality,-1.1343368,-0.3297359
homes,-2.4925094,1.2006087
tyre,-1.6860464,0.94569665
legged,0.7167579,0.025650686
tyres,-1.5999811,-0.19340372
adaptable,-2.0630999,-0.01591452
hiding,-1.0217404,-0.8481739
laboratories,-0.4902575,0.5672544
conformational,-0.83346677,-0.32676792
radiomics,-1.9452626,-1.5509907
reflect,-2.9684117,0.55967075
11ac,-0.7621583,0.98636127
onset,-2.3466318,0.24534158
pause,-2.0957391,-0.6275476
trends,-0.0382287,0.504519
trojan,-1.6190301,-0.7391809
moment,-0.8146084,2.115708
football,-0.7577823,-0.19239353
soccer,-0.8935182,-1.4740269
perspectives,-1.5073345,1.0711665
stakeholder,-0.46898,0.94445896
modifications,-1.8956517,1.0263733
engines,-1.3008206,-1.0606189
crosswalks,-1.396208,-0.88923484
differences,-1.0489041,-0.28174293
routers,-0.23734345,1.4461077
arm,0.89300895,0.08502615
patient,-1.4629399,0.695303
synthesizer,-0.26829717,0.6844546
epistemic,-1.4701202,1.2372236
opfuzz,-1.30412,-0.13404287
cybernetics,-1.3801656,1.3596427
preservation,-0.4414078,0.78309953
enabling,-1.152643,-0.4776864
imbalanced,-3.7688243,-0.48731142
civilians,-2.4285922,0.5682811
smartphone,-2.470558,-0.9363587
malwares,0.25793344,-1.3260812
breaches,-1.6415864,-0.81838924
ppo,-1.982571,-1.719067
rewarding,-1.9062204,-0.098732315
computationally,-2.3830311,1.0089774
adp,-0.1775967,-0.98632795
multivariate,0.31645542,-0.3023979
extract,-1.119886,1.7632629
justice,0.57862467,1.4372158
autoencoders,-3.4748936,-0.3646191
indian,-0.4003675,0.09716877
cable,0.29591167,-1.1827638
converter,-0.7610008,-0.39166093
11,-0.13781662,-1.3137006
monopoly,-1.1306666,1.4930156
htc,-0.52386713,1.8858902
footage,-1.0870844,-1.8185794
fluid,-0.50320673,-0.6842793
gait,-1.7415063,1.0836645
assemblies,-0.93619204,-1.6174189
equivalence,-0.75905657,0.4285627
occupancy,0.10011162,1.0056378
falsifying,-0.897628,1.1634392
hazard,-1.3401511,-3.1708038
gestures,-0.48498854,-0.29652676
hap,-1.545108,1.1122057
implicit,-1.8559232,-1.2935536
shooter,-1.052525,0.69921553
trustworthiness,-1.1992753,0.6411097
bangla,-0.3809813,0.9502368
experimental,-1.3352457,0.39762554
liver,-1.822281,0.3505934
linguistics,-0.9509274,-0.6068654
linguistic,-0.7770584,0.08911243
nonhumans,-1.4658645,-1.0826328
estimated,-0.88083756,0.55718696
